Senegal,Tiebo,14.6333333,-16.2333336
Spain,Santa Cruz de Tenerife,28.4682386,-16.2546158
Senegal,Gandiaye,14.2333333,-16.2666664
Senegal,Passi,13.9833333,-16.2666664
Senegal,Ziguinchor,12.5833333,-16.271944
Gambia, The Chilla,13.55,-16.2833328
Gambia, The Somita,13.2058333,-16.3055553
Spain,La Laguna,28.4833333,-16.3166676
Senegal,Sokone,13.8833333,-16.3666668
Senegal,Pourham,14.35,-16.416666
Gambia, The Lamin,13.3522222,-16.4338894
Iceland,Kopasker,66.3,-16.4500008
Senegal,Foundiougne,14.1333333,-16.4666672
Senegal,Saint-Louis,16.017931,-16.4896202
Senegal,Tionk Essil,12.7855556,-16.5216675
Gambia, The Medina Kanuma,13.4927778,-16.5233326
Gambia, The Essau,13.4838889,-16.5347214
Gambia, The Barra,13.4827778,-16.5455551
Senegal,Oussouye,12.485,-16.5469437
Gambia, The Banjul,13.4564084,-16.5812874
Senegal,Mekhe,15.1166667,-16.6333332
Gambia, The Brikama,13.2675,-16.6461105
Gambia, The Abuko,13.4041667,-16.6558342
Senegal,Diofior,14.1833333,-16.666666
Gambia, The Bakau,13.4780556,-16.6819439
Senegal,Khombole,14.7666667,-16.7000008
Senegal,Tiadiaye,14.4166667,-16.7000008
Gambia, The Sukuta,13.4113889,-16.708889
Gambia, The Gunjur,13.2019444,-16.7338886
Senegal,Joal-Fadiout,14.1666667,-16.833334
Portugal,Funchal,32.6333333,-16.8999996
Iceland,Reykjahlid,65.65,-16.916666
Senegal,Warang,14.3734946,-16.9436646
Portugal,Camara de Lobos,32.6333333,-16.9666672
Senegal,Thies Nones,14.7833333,-16.9666672
Senegal,Nguekokh,14.5127778,-17.0049992
Mauritania,Nouadhibou,20.9025,-17.042223
Senegal,Pout,14.7738889,-17.0602779
Senegal,Kayar,14.9191667,-17.1211109
Iceland,Husavik,66.05,-17.3500004
Senegal,Dakar,14.6951119,-17.4438858
Senegal,Grand Dakar,14.7088889,-17.4552784
Iceland,Kirkjubajarklaustur,63.7833333,-18.0666676
Iceland,Akureyri,65.6666667,-18.1000004
Iceland,Grenivik,65.95,-18.1833324
Iceland,Hjalteyri,65.85,-18.2000008
Iceland,Litli-Arskogssandur,65.95,-18.3666668
Iceland,Dalvik,65.9701754,-18.528614
Iceland,Olafsfjordur,66.0666667,-18.6499996
Iceland,Siglufjordur,66.15,-18.916666
Iceland,Holar,65.7333333,-19.1333332
Iceland,Hofsos,65.9,-19.4333324
Iceland,Saudarkrokur,65.75,-19.6499996
Iceland,Hvolsvollur,63.75,-20.2333336
Iceland,Blonduos,65.6666667,-20.2999992
Iceland,Skagastrond,65.8333333,-20.3166676
Iceland,Hella,63.8333333,-20.3999996
Iceland,Solheimar,64.0805297,-20.6448555
Iceland,Laugarvatn,64.2166667,-20.7333336
Iceland,Hvammstangi,65.4,-20.9500008
Iceland,Selfoss,63.9333333,-21
Iceland,Stokkseyri,63.8333333,-21.0666676
Iceland,Bordeyri,65.2,-21.1000004
Iceland,Eyrarbakki,63.8666667,-21.1499996
Iceland,Hveragerdi,64,-21.2000008
Iceland,Reykholt,64.6666667,-21.2999992
Iceland,Torlakshofn,63.85,-21.3666668
Iceland,Drangsnes,65.6833333,-21.4500008
Iceland,Holmavik,65.7166667,-21.6833324
Iceland,Budardalur,65.1166667,-21.7666664
Iceland,Hvanneyri,64.5666667,-21.7666664
Iceland,Borgarnes,64.5333333,-21.916666
Iceland,Kopavogur,64.1,-21.916666
Iceland,Reykjavik,64.15,-21.9500008
Iceland,Hafnarfjordur,64.0666667,-21.9500008
Iceland,Gardabar,64.0833333,-21.9833336
Iceland,Akranes,64.3166667,-22.1000004
Iceland,Reykholar,65.45,-22.2000008
Iceland,Vogar,63.9666667,-22.3666668
Iceland,Grindavik,63.8333333,-22.4333324
Iceland,Njardvik,63.9666667,-22.5166664
Iceland,Keflavik,64.0166667,-22.5666676
Iceland,Hafnir,63.9333333,-22.6833324
Iceland,Sandgerdi,64.05,-22.7000008
Iceland,Stykkisholmur,65.0666667,-22.7333336
Cape Verde,Santa Maria,16.6,-22.8999996
Cape Verde,Sal Rei,16.1833333,-22.916666
Iceland,Sudavik,66.0333333,-23
Iceland,Hnifsdalur,66.1166667,-23.1333332
Iceland,Isafjordur,66.0833333,-23.1499996
Cape Verde,Vila do Maio,15.1333333,-23.2166672
Iceland,Bolungarvik,66.15,-23.25
Iceland,Tingeyri,65.8666667,-23.5
Iceland,Flateyri,66.05,-23.5166664
Cape Verde,Praia,14.9166667,-23.5166664
Iceland,Sudureyri,66.1166667,-23.5333328
Cape Verde,Santa Cruz,15.1333333,-23.5666676
Iceland,Bildudalur,65.6833333,-23.6000004
Cape Verde,Assomada,15.1,-23.6833324
Iceland,Olafsvik,64.8833333,-23.7166672
Cape Verde,Tarrafal,15.2833333,-23.7666664
Iceland,Hellissandur,64.9166667,-23.8999996
Iceland,Patreksfjordur,65.5833333,-24
Cape Verde,Vila da Ribeira Brava,16.6166667,-24.2999992
Cape Verde,Porto dos Mosteiros,15.0333333,-24.333334
Cape Verde,Sao Filipe,14.9,-24.5166664
Cape Verde,Mindelo,16.8833333,-25
Cape Verde,Pombas,17.15,-25.0166664
Cape Verde,Porto Novo,17.0196919,-25.0647068
Cape Verde,Ponta do Sol,17.2,-25.1000004
Portugal,Ponta Delgada,37.7333333,-25.666666
Brazil,Olinda,-8.0088889,-34.855278
Brazil,Joao Pessoa,-7.115,-34.8630562
Brazil,Paulista,-7.9408333,-34.8730545
Brazil,Recife,-8.0538889,-34.8811111
Brazil,Jaboatao,-8.1802778,-35.0013885
Brazil,Jaboatao dos Guararapes,-8.1127778,-35.0147209
Brazil,Natal,-5.795,-35.209446
Brazil,Maceio,-9.6658333,-35.7352791
Brazil,Campina Grande,-7.2305556,-35.8811111
Brazil,Caruaru,-8.2833333,-35.9761124
Brazil,Aracaju,-10.9111111,-37.0716667
Brazil,Salvador,-12.9711111,-38.5108337
Brazil,Fortaleza,-3.7172222,-38.5430565
Brazil,Caucaia,-3.7361111,-38.6530571
Brazil,Feira de Santana,-12.2666667,-38.9666672
Brazil,Juazeiro do Norte,-7.2130556,-39.3152771
Brazil,Vila Velha,-20.3297222,-40.2924995
Brazil,Serra,-20.1286111,-40.3077774
Brazil,Vitoria,-20.3194444,-40.3377762
Brazil,Vitoria da Conquista,-14.8661111,-40.8394432
Brazil,Campos,-21.75,-41.2999992
Brazil,Governador Valadares,-18.8511111,-41.9494438
Brazil,Ipatinga,-19.4683333,-42.5366669
Brazil,Teresina,-5.0891667,-42.8019447
Brazil,Niteroi,-22.8833333,-43.103611
Brazil,Petropolis,-22.505,-43.1786118
Brazil,Rio de Janeiro,-22.9027778,-43.2075005
Brazil,Duque de Caxias,-22.7855556,-43.3116684
Brazil,Juiz de Fora,-21.7641667,-43.3502769
Brazil,Sao Joao de Meriti,-22.8038889,-43.3722229
Brazil,Belford Roxo,-22.7641667,-43.3994446
Brazil,Nova Iguacu,-22.7591667,-43.4511108
Brazil,Santa Luzia,-19.7697222,-43.851387
Brazil,Montes Claros,-16.735,-43.8616676
Brazil,Belo Horizonte,-19.9208333,-43.9377785
Brazil,Contagem,-19.9316667,-44.0536118
Brazil,Ribeirao das Neves,-19.7669444,-44.0866661
Brazil,Volta Redonda,-22.5230556,-44.1041679
Brazil,Betim,-19.9677778,-44.1983337
Brazil,Sao Luis,-2.5297222,-44.3027763
Brazil,Taubate,-23.0263889,-45.5552788
Brazil,Sao Jose dos Campos,-23.1794444,-45.8869438
Brazil,Moji das Cruzes,-23.5227778,-46.1883316
Brazil,Guaruja,-23.9930556,-46.2563896
Brazil,Suzano,-23.5425,-46.310833
Brazil,Santos,-23.9608333,-46.3336105
Brazil,Itaquaquecetuba,-23.4861111,-46.3483315
Brazil,Sao Vicente,-23.9630556,-46.3919449
Brazil,Praia Grande,-24.0058333,-46.4027786
Brazil,Maua,-23.6677778,-46.4613876
Brazil,Guarulhos,-23.4627778,-46.5333328
Brazil,Santo Andre,-23.6638889,-46.5383339
Brazil,Sao Bernardo do Campo,-23.6938889,-46.5649986
Brazil,Diadema,-23.6861111,-46.622776
Brazil,Sao Paulo,-23.5475,-46.6361122
Brazil,Osasco,-23.5325,-46.7916679
Brazil,Carapicuiba,-23.5225,-46.835556
Brazil,Barueri,-23.5105556,-46.8761101
Brazil,Jundiai,-23.1863889,-46.8841667
Brazil,Campinas,-22.9055556,-47.060833
Brazil,Sumare,-22.8219444,-47.2669449
Brazil,Franca,-20.5386111,-47.4008331
Brazil,Limeira,-22.5647222,-47.4016685
Brazil,Sorocaba,-23.5016667,-47.4580574
Brazil,Piracicaba,-22.7252778,-47.6491661
Brazil,Ribeirao Preto,-21.1775,-47.810276
Brazil,Brasilia,-15.77972,-47.9297218
Brazil,Uberaba,-19.7483333,-47.9319458
Brazil,Uberlandia,-18.9186111,-48.2772217
Brazil,Ananindeua,-1.3655556,-48.3722229
Brazil,Belem,-1.4558333,-48.5044441
Brazil,Florianopolis,-27.5966667,-48.5491676
Brazil,Joinville,-26.3044444,-48.8455544
Brazil,Anapolis,-16.3266667,-48.9527779
Brazil,Bauru,-22.3147222,-49.0605545
Brazil,Blumenau,-26.9194444,-49.0661125
Brazil,Goiania,-16.6786111,-49.2538872
Brazil,Curitiba,-25.4277778,-49.273056
Brazil,Sao Jose do Rio Preto,-20.8197222,-49.3794441
Brazil,Ponta Grossa,-25.095,-50.1619453
Brazil,Gravatai,-29.9444444,-50.9919434
Brazil,Viamao,-30.0811111,-51.0233345
Brazil,Macapa,0.0388889,-51.0663872
Brazil,Novo Hamburgo,-29.6783333,-51.1305542
Brazil,Londrina,-23.3102778,-51.1627769
Brazil,Caxias do Sul,-29.1680556,-51.1794434
Brazil,Canoas,-29.9177778,-51.1836128
Brazil,Porto Alegre,-30.0330556,-51.2299995
Brazil,Maringa,-23.4252778,-51.9386101
Brazil,Pelotas,-31.7719444,-52.3424988
Uruguay,Rio Branco,-32.5666667,-53.4166679
Uruguay,Chuy,-33.6833333,-53.4500008
Brazil,Cascavel,-24.9558333,-53.4552765
Uruguay,Cebollati,-33.2666667,-53.7833328
Brazil,Santa Maria,-29.6841667,-53.8069458
Uruguay,Castillos,-34.1666667,-53.8333321
Uruguay,Vergara,-32.9333333,-53.9500008
Suriname,Albina,5.5,-54.0499992
Suriname,Kabana-vo,3.6741067,-54.0848846
Suriname,Benzdorp (Monte Hermon),3.672067,-54.1035461
Uruguay,Isidoro Noblia,-31.8333333,-54.1666679
Uruguay,La Paloma,-34.6666667,-54.1666679
Uruguay,Melo,-32.3666667,-54.1833344
Uruguay,Acegua,-31.8666667,-54.2000008
Uruguay,Lascano,-33.6666667,-54.2000008
Uruguay,Rocha,-34.4833333,-54.3333321
Paraguay,Salto del Guaira,-24.05,-54.3499985
Uruguay,Treinta y Tres,-33.2333333,-54.3833351
Suriname,Moengo,5.6166667,-54.4000015
Paraguay,Las Palomas,-24.0833333,-54.5166664
Uruguay,Jose Pedro Varela,-33.45,-54.5333328
Argentina,Puerto Iguazu,-25.5991157,-54.573555
Brazil,Foz do Iguacu,-25.5477778,-54.5880547
Paraguay,Colonia Catuete,-24.1333333,-54.6166649
Paraguay,Presidente Franco,-25.5333333,-54.6166649
Brazil,Campo Grande,-20.4427778,-54.646389
Paraguay,Los Cedrales,-25.65,-54.7000008
Paraguay,Puerto Mayor Otano,-26.4,-54.7000008
Uruguay,Vichadero,-31.8,-54.7166672
Uruguay,Aigua,-34.2,-54.75
Uruguay,Mariscala,-34.05,-54.7833328
Paraguay,San Alberto,-24.9666667,-54.9000015
Uruguay,San Carlos,-34.8,-54.9166679
Uruguay,Maldonado,-34.9,-54.9500008
Uruguay,Punta del Este,-34.9666667,-54.9500008
Uruguay,Santa Clara de Olimar,-32.9166667,-54.9666672
Paraguay,Colonia Yguazu,-25.45,-55
Suriname,Marienburg,5.8833333,-55.0499992
Paraguay,Santa Rita,-25.7833333,-55.0666656
Suriname,Nieuw Amsterdam,5.8833333,-55.0833321
Paraguay,Natalio,-26.7166667,-55.0833321
Uruguay,Jose Batlle y Ordonez,-33.4666667,-55.1166649
Argentina,Obera,-27.4833333,-55.1333351
Suriname,Paramaribo,5.8333333,-55.1666679
Suriname,Brownsweg,5.0166667,-55.1666679
Suriname,Onverwacht,5.5833333,-55.1833344
Paraguay,Naranjal,-25.9666667,-55.1833344
Paraguay,Itaquyry,-24.9333333,-55.2166672
Uruguay,Minas,-34.37,-55.2249985
Suriname,Lelydorp,5.7,-55.2333336
Uruguay,Pan de Azucar,-34.8,-55.2333336
Paraguay,Arquitecto Tomas Romero Pereira,-26.4833333,-55.25
Paraguay,Doctor Juan Leon Mallorquin,-25.4,-55.2666664
Uruguay,Piriapolis,-34.8681866,-55.2743645
Suriname,Groningen,5.8,-55.4666672
Uruguay,Minas de Corrales,-31.5833333,-55.4666672
Uruguay,Solis de Mataojo,-34.6,-55.4833336
Paraguay,Ygatimi,-24.0833333,-55.5
Uruguay,Rivera,-30.9,-55.5166664
Paraguay,Capitan Bado,-23.2666667,-55.5333328
Paraguay,Bella Vista,-27.05,-55.5499992
Uruguay,Montes,-34.5,-55.5833321
Uruguay,La Paloma,-32.7166667,-55.5999985
Paraguay,Obligado,-27.0333333,-55.6333351
Uruguay,Sarandi del Yi,-33.35,-55.6333351
Uruguay,Casupa,-34.0333333,-55.6500015
Uruguay,Migues,-34.4833333,-55.6500015
Uruguay,Soca,-34.6833333,-55.6833344
Paraguay,San Isidro de Curuguaty,-24.5166667,-55.7000008
Paraguay,Colonia General Alfredo Stroessner,-25.3666667,-55.7000008
Uruguay,Las Toscas,-34.7333333,-55.7166672
Paraguay,Hohenau,-27.0833333,-55.75
Uruguay,Tranqueras,-31.2,-55.75
Uruguay,Atlantida,-34.7666667,-55.75
Uruguay,Tala,-34.35,-55.7666664
Paraguay,Jesus,-27.05,-55.7833328
Paraguay,Trinidad,-27.1166667,-55.7833328
Paraguay,Doctor Juan Manuel Frutos,-25.3666667,-55.7999992
Paraguay,Capitan Miranda,-27.2,-55.7999992
Paraguay,Fram,-26.9833333,-55.8833351
Argentina,Posadas,-27.3833333,-55.8833351
Uruguay,San Jacinto,-34.55,-55.8833351
Paraguay,Encarnacion,-27.3333333,-55.9000015
Uruguay,Empalme Olmos,-34.7,-55.9000015
Paraguay,Abai,-26.0333333,-55.9333344
Paraguay,Repatriacion,-25.5333333,-55.9500008
Uruguay,Pando,-34.7166667,-55.9500008
Paraguay,San Juan Nepomuceno,-26.1,-55.9666672
Uruguay,San Ramon,-34.3,-55.9666672
Uruguay,Tacuarembo,-31.7333333,-55.9833336
Uruguay,San Bautista,-34.4333333,-55.9833336
Paraguay,Caaguazu,-25.45,-56.0166664
Uruguay,Villa del Carmen,-33.25,-56.0166664
Uruguay,Barra de Carrasco,-34.8772222,-56.0297203
Paraguay,Capiibary,-24.8,-56.0333328
Uruguay,Joaquin Suarez,-34.7336111,-56.0366669
Uruguay,Santa Rosa,-34.4975,-56.0372238
Uruguay,Colonia Nicolich,-34.8130556,-56.0447235
Uruguay,Paso de Carrasco,-34.8602778,-56.0522232
Uruguay,Sauce,-34.6469444,-56.0627785
Brazil,Cuiaba,-15.5961111,-56.0966682
Uruguay,Toledo,-34.7422222,-56.0983315
Brazil,Varzea Grande,-15.6466667,-56.1324997
Uruguay,Montevideo,-34.8580556,-56.1708336
Paraguay,San Pedro del Parana,-26.8333333,-56.2000008
Uruguay,Florida,-34.0955556,-56.2141685
Paraguay,General Artigas,-26.9333333,-56.2166672
Paraguay,Carmen del Parana,-27.2333333,-56.2166672
Uruguay,Progreso,-34.665,-56.2194443
Uruguay,Las Piedras,-34.7263889,-56.2200012
Uruguay,La Paz,-34.7616667,-56.2236099
Paraguay,Yuty,-26.6,-56.25
Uruguay,Canelones,-34.5227778,-56.2777786
Paraguay,Colonia Mauricio Jose Troche,-25.5666667,-56.2833328
Suriname,Totness,5.8833333,-56.3166656
Uruguay,Sarandi Grande,-33.7333333,-56.3333321
Uruguay,Pajas Blancas,-34.8016667,-56.3341675
Uruguay,Veinticinco de Mayo,-34.1891667,-56.3394432
Paraguay,San Cosme y Damian,-27.3166667,-56.3499985
Uruguay,Los Cerrillos,-34.605,-56.3563881
Uruguay,Delta del Tigre,-34.7633333,-56.3852768
Uruguay,Santa Lucia,-34.4533333,-56.3905563
Paraguay,Carayao,-25.1833333,-56.4000015
Paraguay,Mbocayaty,-25.7,-56.4000015
Uruguay,Veinticinco de Agosto,-34.4116667,-56.4022217
Paraguay,Guayaybi,-24.5333333,-56.4333344
Paraguay,Villarrica,-25.75,-56.4333344
Paraguay,Coronel Oviedo,-25.4166667,-56.4500008
Uruguay,Artigas,-30.4,-56.4666672
Paraguay,Iturbe,-26.05,-56.4833336
Uruguay,Durazno,-33.4130556,-56.5005569
Paraguay,Bella Vista,-22.1333333,-56.5166664
Uruguay,Paso de los Toros,-32.8166667,-56.5166664
Uruguay,Rodriguez,-34.3827778,-56.5416679
Paraguay,Tacuati,-23.45,-56.5833321
Uruguay,Libertad,-34.6333333,-56.6191673
Suriname,Wageningen,5.7666667,-56.6833344
Paraguay,Itacurubi del Rosario,-24.5,-56.6833344
Paraguay,General Elizardo Aquino,-24.4333333,-56.7000008
Uruguay,San Jose de Mayo,-34.3375,-56.7136116
Paraguay,San Jose,-25.5333333,-56.7333336
Paraguay,Mbuyapey,-26.2,-56.75
Paraguay,Santiago,-27.15,-56.7833328
Paraguay,La Colmena,-25.8833333,-56.8166656
Paraguay,Itacurubi de la Cordillera,-25.45,-56.8499985
Paraguay,Santa Rosa,-26.8666667,-56.8499985
Uruguay,Trinidad,-33.5388889,-56.8886108
Paraguay,Ayolas,-27.4,-56.9000015
Paraguay,Eusebio Ayala,-25.4,-56.9666672
Suriname,Nieuw Nickerie,5.95,-56.9833336
Paraguay,Piribebuy,-25.4833333,-57.0499992
Paraguay,Ybycui,-26.0166667,-57.0499992
Paraguay,Horqueta,-23.3427778,-57.0597229
Paraguay,Tobati,-25.25,-57.0666656
Uruguay,Ecilda Paullier,-34.3666667,-57.0666656
Paraguay,San Pedro de Ycuamandiyu,-24.1,-57.0833321
Paraguay,Antequera,-24.1333333,-57.0833321
Paraguay,Puerto Rosario,-24.45,-57.0833321
Paraguay,Arroyos y Esteros,-25.0666667,-57.0999985
Guyana,Skeldon,5.8833333,-57.1333351
Paraguay,Caacupe,-25.3833333,-57.1500015
Paraguay,Paraguari,-25.6333333,-57.1500015
Paraguay,Acahay,-25.9166667,-57.1500015
Paraguay,Villa Florida,-26.3833333,-57.1500015
Paraguay,Atyra,-25.25,-57.1666679
Paraguay,Caapucu,-26.2166667,-57.2000008
Uruguay,Guichon,-32.35,-57.2000008
Paraguay,Pirayu,-25.4833333,-57.2333336
Paraguay,Carapegua,-25.8,-57.2333336
Uruguay,Nueva Helvecia,-34.3,-57.2333336
Paraguay,Altos,-25.2333333,-57.25
Paraguay,Ypacarai,-25.3833333,-57.2666664
Paraguay,Quiindy,-25.9666667,-57.2666664
Paraguay,Yaguaron,-25.6,-57.2999992
Paraguay,San Bernardino,-25.2666667,-57.3166656
Uruguay,Baltasar Brum,-30.7333333,-57.3166656
Paraguay,Itaugua,-25.3833333,-57.3333321
Paraguay,Emboscada,-25.15,-57.3499985
Paraguay,Ita,-25.4833333,-57.3499985
Uruguay,Rosario,-34.3166667,-57.3499985
Uruguay,Cardona,-33.8833333,-57.3833351
Uruguay,Florencio Sanchez,-33.8833333,-57.4000015
Paraguay,Aregua,-25.3,-57.4166679
Paraguay,Capiata,-25.35,-57.4166679
Uruguay,Juan L. Lacaze,-34.4333333,-57.4166679
Uruguay,Tomas Gomensoro,-30.4333333,-57.4333344
Paraguay,Concepcion,-23.4063889,-57.4344444
Paraguay,Guarambare,-25.4833333,-57.4666672
Paraguay,Nueva Italia,-25.6166667,-57.5
Guyana,New Amsterdam,6.25,-57.5166664
Guyana,Rosignol,6.2833333,-57.5333328
Paraguay,Limpio,-25.1833333,-57.5333328
Paraguay,San Lorenzo,-25.3333333,-57.5333328
Paraguay,Colonia Mariano Roque Alonso,-25.1666667,-57.5499992
Argentina,Mar del Plata,-38,-57.5499992
Paraguay,Benjamin Aceval,-24.9666667,-57.5666656
Uruguay,Jose Enrique Rodo,-33.6833333,-57.5666656
Uruguay,Las Piedras,-30.2333333,-57.5833321
Uruguay,Bella Union,-30.25,-57.5833321
Guyana,Fort Wellington,6.4,-57.5999985
Paraguay,Fernando de la Mora,-25.3166667,-57.5999985
Paraguay,Nemby,-25.3666667,-57.5999985
Paraguay,Villa Elisa,-25.3666667,-57.6166649
Uruguay,Tarariras,-34.2833333,-57.6166649
Paraguay,San Antonio,-25.3833333,-57.6333351
Uruguay,Young,-32.6833333,-57.6333351
Paraguay,Lambare,-25.35,-57.6500015
Paraguay,Asuncion,-25.2666667,-57.6666679
Paraguay,Nanawa,-25.2666667,-57.6666679
Argentina,Dolores,-36.3333333,-57.6666679
Argentina,Clorinda,-25.2833333,-57.7166672
Bolivia,Puerto Quijarro,-17.7833333,-57.7666664
Uruguay,Belen,-30.7833333,-57.7833328
Uruguay,Ombues de Lavalle,-33.9166667,-57.7833328
Guyana,Mahaicony Village,6.55,-57.7999992
Uruguay,Constitucion,-31.0833333,-57.8333321
Uruguay,Palmitas,-33.5166667,-57.8333321
Uruguay,Colonia del Sacramento,-34.4666667,-57.8499985
Paraguay,Fuerte Olimpo,-21.0415286,-57.8737679
Uruguay,Quebracho,-31.95,-57.8833351
Guyana,Mahaica Village,6.6833333,-57.9166679
Canada,Corner Brook,48.9667069,-57.9484024
Argentina,La Plata,-34.9313889,-57.9488907
Uruguay,Salto,-31.3833333,-57.9666672
Uruguay,Mercedes,-33.2558333,-58.019165
Argentina,Concordia,-31.4,-58.0333328
Uruguay,Nuevo Berlin,-32.9833333,-58.0499992
Uruguay,Paysandu,-32.3213889,-58.0755539
Argentina,Mercedes,-29.2,-58.0833321
Uruguay,San Javier,-32.6833333,-58.1333351
Guyana,Georgetown,6.8,-58.1666679
Argentina,Formosa,-26.1833333,-58.1833344
Guyana,Vreed en Hoop,6.8075,-58.1869431
Uruguay,Dolores,-33.5441667,-58.1972237
Argentina,Concepcion del Uruguay,-32.4833333,-58.2283325
Argentina,Quilmes,-34.7202778,-58.2694435
Uruguay,Carmelo,-33.9891667,-58.2855568
Uruguay,Fray Bentos,-33.1325,-58.2955551
Guyana,Linden,6,-58.2999992
Bolivia,San Matias,-16.3666667,-58.4000015
Argentina,Buenos Aires,-34.5761256,-58.4088135
Uruguay,Nueva Palmira,-33.8833333,-58.4166679
Argentina,Colegiales,-34.5833333,-58.4500008
Argentina,Villa Santa Rita,-34.6147735,-58.4797096
Argentina,Gualeguaychu,-33.0102778,-58.5141678
Guyana,Bartica,6.4,-58.6166649
Argentina,Necochea,-38.55,-58.75
Argentina,San Lorenzo,-28.1333333,-58.7666664
Argentina,Corrientes,-27.4666667,-58.8333321
Argentina,Campana,-34.1769444,-58.9208336
Argentina,Resistencia,-27.45,-58.9833336
Argentina,Larroque,-33.0333333,-59.0166664
Argentina,Zarate,-34.0922222,-59.0349998
Argentina,Lujan,-34.5702778,-59.1049995
Argentina,Tandil,-37.3166667,-59.1500015
Argentina,Goya,-29.1333333,-59.2666664
Argentina,Gualeguay,-33.1444444,-59.3291664
Argentina,Mercedes,-34.6544444,-59.4344444
Barbados,The Crane,13.1,-59.4500008
Barbados,Bathsheba,13.2166667,-59.5166664
Barbados,Blackmans,13.1833333,-59.5333328
Barbados,Oistins,13.0666667,-59.5333328
Barbados,Greenland,13.25,-59.5666656
Barbados,Hillaby,13.2166667,-59.5833321
Barbados,Bridgetown,13.1,-59.6166649
Barbados,Crab Hill,13.3166667,-59.6333351
Barbados,Speightstown,13.25,-59.6500015
Barbados,Holetown,13.1833333,-59.6500015
Argentina,Reconquista,-29.15,-59.6500015
Bolivia,Robore,-18.3333333,-59.75
Guyana,Mabaruma,8.2,-59.7833328
Guyana,Lethem,3.3833333,-59.7999992
Bolivia,San Pedro,-18.2833333,-59.8166656
Paraguay,Colonia Menno,-22.3666667,-59.8166656
Argentina,Azul,-36.7833333,-59.8499985
Canada,Glace Bay,46.19695,-59.9569817
Brazil,Manaus,-3.1019444,-60.0250015
Argentina,Chivilcoy,-34.9083333,-60.0305557
Paraguay,Filadelfia,-22.35,-60.0333328
Paraguay,Colonia Neuland,-22.6666667,-60.1166649
Argentina,Victoria,-32.6184122,-60.1547813
Argentina,Veinticinco de Mayo,-35.4280556,-60.1741676
Argentina,San Nicolas de los Arroyos,-33.3302778,-60.226944
Argentina,Olavarria,-36.9,-60.2833328
Argentina,Tres Arroyos,-38.3833333,-60.2833328
Argentina,Villa Constitucion,-33.2333333,-60.3333321
Argentina,Presidencia Roque Saenz Pena,-26.7833333,-60.4500008
Argentina,Chacabuco,-34.6416667,-60.4738884
Argentina,Parana,-31.7333333,-60.5333328
Argentina,Pergamino,-33.8925,-60.5724983
Argentina,Rosario,-32.9511111,-60.6663895
Brazil,Boa Vista,2.8197222,-60.6733322
Argentina,Santa Fe,-31.6333333,-60.7000008
Argentina,Nueve de Julio,-35.4541667,-60.8913879
Bolivia,Concepcion,-16.4333333,-60.9000015
Bolivia,San Ignacio de Velasco,-16.3666667,-60.9500008
Argentina,Junin,-34.585,-60.958889
Saint Kitts and Nevis,Georgetown,13.2666667,-61.1166649
Saint Kitts and Nevis,Byera Village,13.25,-61.1166649
Saint Kitts and Nevis,Biabou,13.2,-61.1333351
Saint Kitts and Nevis,Dovers,12.8833333,-61.1833344
Saint Kitts and Nevis,Kingstown,13.1333333,-61.2166672
Saint Kitts and Nevis,Port Elizabeth,13.0166667,-61.2333336
Saint Kitts and Nevis,Kingstown Park,13.1583333,-61.2350006
Saint Kitts and Nevis,Chateaubelair,13.2833333,-61.25
Argentina,Canada de Gomez,-32.8169444,-61.4008331
Grenada,Hillsborough,12.4833333,-61.4666672
Argentina,Rafaela,-31.2666667,-61.4833336
Argentina,Lincoln,-34.865,-61.5319443
Grenada,Grenville,12.1166667,-61.6166649
Grenada,Sauteurs,12.2166667,-61.6333351
Grenada,Victoria,12.1902072,-61.7067719
Grenada,Gouyave,12.1666667,-61.7333336
Argentina,Coronel Suarez,-37.4666667,-61.9166679
Argentina,Venado Tuerto,-33.7497222,-61.9669456
Venezuela,Tucupita,9.0686111,-62.0491676
Argentina,San Francisco,-31.4333333,-62.0833321
Argentina,Punta Alta,-38.8833333,-62.0833321
Argentina,Bahia Blanca,-38.7166667,-62.2833328
Venezuela,Upata,8.0086111,-62.3988876
Canada,New Glasgow,45.5834447,-62.6486359
Venezuela,Ciudad Guayana,8.3533333,-62.6527786
Argentina,Bell Ville,-32.6166667,-62.7000008
Bolivia,Pailon,-17.65,-62.75
Bolivia,Puesto de Pailas,-17.65,-62.7999992
Bolivia,Okinawa Numero Uno,-17.2333333,-62.8166656
Bolivia,San Julian,-17.7833333,-62.8666649
Bolivia,Urubicha,-15.3833333,-62.9500008
Argentina,Viedma,-40.8,-63
Bolivia,Cotoca,-17.8166667,-63.0499992
Bolivia,Ascension,-15.7,-63.0833321
Canada,Charlottetown,46.2352496,-63.1267128
Bolivia,San Ramon,-14.4833333,-63.1500015
Bolivia,Warnes,-17.5,-63.1666679
Bolivia,Santa Cruz de la Sierra,-17.8,-63.1666679
Venezuela,Maturin,9.75,-63.1766663
Bolivia,La Belgica,-17.55,-63.2166672
Bolivia,Charagua,-19.8,-63.2166672
Bolivia,Mineros,-17.1166667,-63.2333336
Venezuela,Carupano,10.6697222,-63.2491684
Bolivia,Montero,-17.3333333,-63.25
Argentina,Villa Maria,-32.4166667,-63.25
Canada,Truro,45.366848,-63.265377
Bolivia,Boyuibe,-20.4166667,-63.2833328
